管轄市町村名,避難先名称,避難種別,指定区分,指定場所,災害区分,土砂災害・浸水・津波浸水予測地域,風水害,津波,耐震性,備蓄の有無,備蓄品目,標高（m）,経度：東経(世界測地系10進法),緯度：北緯(世界測地系10進法),発電機の有無,発動発電機（可搬型）,自家発電機,施設面積〈屋内〉（㎡）,施設面積〈屋外〉（㎡）,収容人数(避難所),収容人数(避難場所）,所在地,備考1
かつらぎ町,はなぞの温泉「花圃の里」,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,○,毛布,400,135.519308,34.138692,,,,,,45,80,かつらぎ町大字花園梁瀬779,
かつらぎ町,花園生活改善センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　,,☆（注）,,非耐震,,,,135.514989,34.136503,,,,,,83,139,かつらぎ町大字花園梁瀬603,
かつらぎ町,花園保健福祉館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,内水氾濫　,土砂災害予測地域　,☆（注）,,非耐震,○,毛布,550,135.570985,34.135823,,,,,,60,115,かつらぎ町大字花園中南250,
かつらぎ町,東渋田軽スポーツセンター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,,,60,135.483218,34.278621,,,,,,49,82,かつらぎ町大字東渋田428-8,
かつらぎ町,東谷ふるさとセンター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,内水氾濫　地震　,土砂災害予測地域　,☆（注）,,耐震　,,,306,135.489533,34.338924,,,,,,103,170,かつらぎ町大字東谷1847,
かつらぎ町,広口生活改善センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　内水氾濫　,土砂災害予測地域　,☆（注）,,非耐震,,,,135.472147,34.316929,,,,,,50,127,かつらぎ町大字広口476,
かつらぎ町,広野高齢者活動促進施設,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　,,☆（注）,,耐震　,,,126,135.52181,34.316698,,,,,,60,100,かつらぎ町大字短野210-1,
かつらぎ町,遍照寺,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　内水氾濫　,土砂災害予測地域　,☆（注）,,非耐震,○,毛布,405,135.515512,34.138407,,,,,,60,110,かつらぎ町大字花園梁瀬1567,
かつらぎ町,三谷公民館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　,土砂災害予測地域　浸水予測地域　,☆,,非耐震,○,非常食、非常飲料水、毛布,,135.517701,34.289562,,,,,,40,220,かつらぎ町大字三谷1670-2,
かつらぎ町,三谷こども園,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,地震　,土砂災害予測地域　浸水予測地域　,☆☆,,耐震　,,,56,135.518665,34.291071,,,,,,691,1724,かつらぎ町大字三谷1650,
かつらぎ町,宮本集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,,,437,135.502974,34.270314,,,,,,55,105,かつらぎ町大字宮本13,
かつらぎ町,妙寺公民館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,崖崩れ・土石流及び地滑り　地震　,浸水予測地域　,☆,,,○,非常食、非常飲料水、毛布,,135.520912,34.297668,,,,,,91,193,かつらぎ町大字妙寺450,
かつらぎ町,妙寺小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,,☆☆☆,,耐震　,○,非常食、毛布,60,135.526126,34.302927,,,,,,244,515,かつらぎ町大字妙寺857,
かつらぎ町,妙寺中学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　,,☆☆☆,,耐震　,○,非常食、非常飲料水、毛布,67,135.520402,34.30173,,,,,,516,3072,かつらぎ町大字妙寺581,
かつらぎ町,見好公民館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,崖崩れ・土石流及び地滑り　内水氾濫　,浸水予測地域　,☆☆,,非耐震,○,非常食、非常飲料水、毛布,55,135.477452,34.279964,,,,,,156,281,かつらぎ町大字東渋田50,
かつらぎ町,梁瀬小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　内水氾濫　大規模な火事,土砂災害予測地域　,☆,,非耐震,○,非常食、非常飲料水、毛布,376,135.516481,34.136386,,,,,,225,490,かつらぎ町大字花園梁瀬567-1,
かつらぎ町,山崎児童館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　内水氾濫　,土砂災害予測地域　,☆（注）,,非耐震,,,194,135.534658,34.292488,,,,,,69,114,かつらぎ町大字山崎184,
かつらぎ町,ゆうゆうコミュニティホーム,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,崖崩れ・土石流及び地滑り　地震　,浸水予測地域　,☆,,耐震　,,,60,135.527995,34.300695,,,,,,88,191,かつらぎ町大字妙寺146-2,
かつらぎ町,四邑公民館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,,,242,135.485779,34.257102,,,,,,604,890,かつらぎ町大字御所8,
かつらぎ町,和歌山県農林大学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　,,☆☆,,耐震　,,,95,135.529013,34.308239,,,,,,50,100,かつらぎ町大字中飯降422,
九度山町,青淵へき地集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,非耐震,,,,135.624692,34.278778,,,,,,4,16,九度山町大字丹生川922,
九度山町,旭集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,,,,135.55958,34.287398,,,,,,16,64,九度山町大字九度山1290,
九度山町,笠木児童会館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,,,,135.544284,34.244852,,,,,,3,15,九度山町大字笠木94,
九度山町,河根小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆,,,,,,135.578021,34.27475,,,,,,82,410,九度山町大字河根118,
九度山町,河根児童館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,非耐震,,,,135.577686,34.275176,,,,,,17,68,九度山町大字河根120-1,
九度山町,河根中学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.578458,34.273543,,,,,,148,740,九度山町大字河根77,
九度山町,河根峠集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,,,,135.577187,34.277142,,,,,,4,17,九度山町大字河根513-1,
九度山町,上古沢コミュニティ消防センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.548309,34.260149,,,,,,13,52,九度山町大字上古沢39,
九度山町,北又児童会館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,非耐震,,,,135.626651,34.264105,,,,,,4,16,九度山町大字北又628-3,
九度山町,旧古澤小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆,,,○,非常食、毛布、防災資機材、トイレ,,135.549529,34.267112,,,,,,164,820,九度山町大字中古沢1,
九度山町,九度山小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆,,,○,毛布、非常食、防災資機材、トイレ,,135.564687,34.287279,,,,,,280,1400,九度山町大字九度山1077,
九度山町,九度山児童館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,大規模な火事,内水氾濫",,☆,,非耐震,,,,135.561301,34.29173,,,,,,16,67,九度山町大字九度山1671-1,
九度山町,九度山中学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.567518,34.287776,,,,,,345,1720,九度山町大字九度山619,
九度山町,九度山町中央公民館,福祉避難所,指定福祉避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.561838,34.287707,,,,,,45,303,九度山町大字九度山1194,
九度山町,九度山町中央公民館,避難場所,指定避難場所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.561819,34.287671,,,,,,45,303,九度山町大字九度山1194,
九度山町,九度山町ふるさとセンター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.562062,34.287325,,,,,,50,200,九度山町大字九度山1190-1,
九度山町,九度山町民武道館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",浸水予測地域　,,,耐震　,,,,135.553091,34.294575,,,,,,38,190,九度山町大字入郷637-5,
九度山町,九度山西集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,,,,135.55846,34.290873,,,,,,5,23,九度山町大字九度山1473-1,
九度山町,九度山東集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,,,,135.567467,34.288505,,,,,,16,66,九度山町大字九度山619-1,
九度山町,九度山文化スポーツセンター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",浸水予測地域　,,,耐震　,○,非常食、毛布、防災資機材、トイレ,,135.554096,34.294364,,,,,,229,1140,九度山町大字入郷637-6,
九度山町,久保集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,,,,135.609708,34.258579,,,,,,3,13,九度山町大字北又344,
九度山町,椎出児童館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,非耐震,,,,135.56344,34.270903,,,,,,14,59,九度山町大字椎出410-2,
九度山町,繁野集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.57939,34.281563,,,,,,4,17,九度山町大字河根757-3,
九度山町,下古沢コミュニティ消防センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,○,毛布、非常食、防災敷材、トイレ,,135.554395,34.268849,,,,,,10,40,九度山町大字下古沢243-2,
九度山町,慈尊院児童館,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,大規模な火事,内水氾濫",,☆,,非耐震,,,,135.548724,34.296126,,,,,,17,68,九度山町大字慈尊院112-5,
九度山町,硯水集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",,☆☆☆,,耐震　,,,,135.578411,34.279959,,,,,,2,11,九度山町大字河根541-2,
九度山町,中古沢集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,非耐震,,,,135.550952,34.262784,,,,,,7,30,九度山町大字中古沢287-1,
九度山町,梨の木コミュニティセンター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,,,,135.573098,34.280743,,,,,,4,18,九度山町大字河根384-26,
九度山町,西島コミュニティ消防センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.53773,34.296497,,,,,,4,19,九度山町大字慈尊院329-7,
九度山町,丹生川小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,体育館,"洪水,大規模な火事,内水氾濫",土砂災害予測地域　,☆,,非耐震,○,毛布、非常食、防災資機材、トイレ,,135.606838,34.276811,,,,,,33,160,九度山町大字丹生川582,
九度山町,入郷コミュニティ消防センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"崖崩れ・土石流及び地滑り,地震,大規模な火事,内水氾濫",浸水予測地域　,,,耐震　,○,毛布、テント、非常食、防災資機材,,135.554853,34.294018,,,,,,10,43,九度山町大字入郷23-1,
九度山町,農林総合研修センター「さえもん」,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,,,,135.5919,34.2718,,,,,,8,32,九度山町大字丹生川246-1,
九度山町,野平集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,,,,135.60257,34.259256,,,,,,4,18,九度山町大字東郷199-2,
九度山町,梅林集会所,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,非耐震,,,,135.567856,34.283288,,,,,,8,34,九度山町大字九度山749-1,
九度山町,文化財伝承館「ふれあい」,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,地震,大規模な火事,内水氾濫",土砂災害予測地域　,☆（注）,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.56566,34.271324,,,,,,13,52,九度山町大字椎出202,
九度山町,森の童話館（旧久保小学校）,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,"洪水,崖崩れ・土石流及び地滑り,地震,大規模な火事",,☆☆☆,,耐震　,○,毛布、非常食、防災資機材、トイレ,,135.60927,34.25878,,,,,,23,110,九度山町大字北又379,
高野町,神谷集会所,避難場所,,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆☆☆,,非耐震,○,アルファ米・水・毛布,,135.554502,34.233718,,,,,,,10,高野町大字細川457,
高野町,高野山高校体育館,避難場所,指定避難場所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　,☆,,耐震　,,,,135.577526,34.216936,,,,,,,300,高野町大字高野山212,
高野町,高野山小学校運動場,避難場所,指定避難場所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　,☆☆,,,,,,135.584787,34.211413,,,,,,,300,高野町大字高野山376,
高野町,高野山小学校体育館,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,,,834,135.584802,34.210895,,,,909,,128,460,高野町大字高野山376,
高野町,高野山森林公園ちびっこ野球場,避難場所,指定避難場所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　,☆☆☆,,,,,,135.59397,34.220186,,,,,,,200,高野町大字高野山45,
高野町,高野山森林公園駐車場,避難場所,指定避難場所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,,☆,,,,,,135.597289,34.220468,,,,,,,100,高野町大字高野山45-10,
高野町,高野山多目的集会所,避難場所,,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆☆☆,,耐震　,,,,135.57533,34.213118,,,,,,,40,高野町大字高野山233,
高野町,高野山大学体育館・武道場・学生ホール,避難場所,指定避難場所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　,☆☆☆,,耐震　,,,,135.584805,34.211854,,,,,,,200,高野町大字高野山385,
高野町,高野山大学松下講堂黎明館,避難場所,指定避難場所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,,☆☆☆,,耐震　,○,アルファ米、水,,135.585466,34.212587,,,,,,,800,高野町大字高野山385,
高野町,高野山大師教会大講堂・研修道場,避難場所,指定避難場所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,,☆☆☆,,耐震　,,,,135.582332,34.212306,,,,,,,300,高野町大字高野山347,
高野町,高野山中学校運動場,避難場所,指定避難場所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　,☆☆,,,,,,135.590416,34.221421,,,,,,,300,高野町大字高野山26-2,
高野町,高野山中学校体育館,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,,,806,135.589853,34.221015,,,,1333,,186,710,高野町大字高野山26-2,
高野町,高野町屋内ゲートボール場,避難場所,指定避難場所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,,☆☆☆,,耐震　,,,,135.593356,34.220202,,,,1283,,,100,高野町大字高野山44-24,
高野町,高野町保健福祉センター,福祉避難所,指定福祉避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　,土砂災害予測地域　,,,耐震　,,,,135.591684,34.221506,,,,855,,83,,高野町大字高野山26-8,
高野町,高野町民体育館,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　内水氾濫　地震　,土砂災害予測地域　,☆,,耐震　,,,831,135.5937,34.210683,,,,820,,196,470,高野町大字高野山486,
高野町,桜団地公園,避難場所,指定避難場所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　,☆☆,,,,,,135.611077,34.217217,,,,,,,100,高野町大字高野山20-135,
高野町,筒香多目的集会所,避難場所,,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆,,耐震　,○,アルファ米・水・毛布,,135.697014,34.240038,,,,,,,30,高野町大字上筒香46,
高野町,特別養護老人ホーム　南山苑,福祉避難所,指定福祉避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　,土砂災害予測地域　,,,耐震　,,,,135.592636,34.22067,,,,3961,,10,,高野町大字高野山44-22,
高野町,西細川多目的集会所,避難場所,,,崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆,,耐震　,,,,135.554502,34.233718,,,,,,,30,高野町大字細川852,
高野町,花坂小学校運動場,避難場所,指定避難場所,,洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事,土砂災害予測地域　,☆☆,,,,,,135.530567,34.216575,,,,,,,200,高野町大字花坂651,
高野町,花坂小学校体育館,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆,,耐震　,○,アルファ米、水、毛布,416,135.530841,34.217183,,,,505,,86,404,高野町大字花坂651,
高野町,花坂多目的集会所,避難場所,,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆☆☆,,非耐震,○,アルファ米・水・毛布,,135.530397,34.216725,,,,,,,30,高野町大字花坂651,
高野町,東富貴多目的集会所,避難場所,,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆☆,,耐震　,,,,135.700306,34.261124,,,,,,,40,高野町大字東富貴442-1,
高野町,富貴高齢者生活福祉センター,福祉避難所,指定福祉避難所,,崖崩れ・土石流及び地滑り　内水氾濫　地震　,土砂災害予測地域　,,,耐震　,,,,135.700283,34.261081,,,,1525,,58,,高野町大字東富貴442-1,
高野町,富貴小中学校運動場,避難場所,指定避難場所,,洪水　崖崩れ・土石流及び地滑り　地震　大規模な火事,,☆☆☆,,,,,,135.700001,34.263245,,,,,,,300,高野町大字東富貴202,
高野町,富貴小中学校体育館,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆☆☆,,耐震　,,,604,135.700402,34.262973,,,,562,,88,300,高野町大字東富貴202,
高野町,富貴児童館,福祉避難所,指定福祉避難所,,洪水　崖崩れ・土石流及び地滑り　地震　,,,,非耐震,○,アルファ米、水、毛布,,135.698801,34.261748,,,,198,,25,,高野町大字西富貴45,
高野町,元白藤小学校体育館,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,○,アルファ米、水、毛布,521,135.572156,34.243562,,,,268,,62,150,高野町大字細川471,
高野町,元筒香小学校体育館,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,○,アルファ米、水、毛布,,135.690408,34.239619,,,,442,,91,220,高野町大字中筒香235,
高野町,元西細川小学校体育館,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,☆,,耐震　,○,アルファ米、水、毛布,339,135.546943,34.231671,,,,184,,48,116,高野町大字細川198,
高野町,湯川集会所,避難場所,,,崖崩れ・土石流及び地滑り　地震　大規模な火事,土砂災害予測地域　,☆,,耐震　,○,アルファ米・水・毛布,505,135.531501,34.186539,,,,40,,,16,高野町大字湯川406,
高野町,老人憩いの家,避難場所,,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　大規模な火事,土砂災害予測地域　浸水予測地域　,☆☆☆,,耐震　,,,,135.595289,34.213801,,,,,,,30,高野町大字高野山17-59,
湯浅町,かぐのみ苑,福祉避難所,指定福祉避難所,,地震　,,,,耐震　,○,アルファ米、長期保存水、長期保存食料,,135.185673,34.037391,○,,○,,,25,,湯浅町大字湯浅2032-1,
湯浅町,観光駐車場,避難場所,指定避難場所,,地震　大規模な火事,,,,,,,,135.175994,34.038521,,,,,7000,,7000,湯浅町大字湯浅2702,
湯浅町,栖原区民センター,避難所を兼ねる避難場所,,２F、屋上,崖崩れ・土石流及び地滑り　地震　,,☆☆☆,☆☆☆,耐震　,○,水、間仕切りテント、簡易ベッド、簡易トイレ、毛布、置き畳、バルーン投光器、チェーンソー,8,135.170727,34.042169,○,○,○,592,,150,500,湯浅町大字栖原333-1,
湯浅町,たむらこども園,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,,,,135.156267,34.056346,,,,,,110,180,湯浅町大字田558-6,
湯浅町,地域福祉センター,福祉避難所,指定福祉避難所,２F,洪水　崖崩れ・土石流及び地滑り　地震　津波　,浸水予測地域　津波浸水予測地域,,,耐震　,○,アルファ米、長期保存水、長期保存食料,2.3,135.177425,34.037564,,,,334.2,,30,30,湯浅町大字湯浅1675-1,
湯浅町,地域福祉センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,２F,崖崩れ・土石流及び地滑り　地震　津波　,浸水予測地域　津波浸水予測地域,☆☆,☆,耐震　,○,アルファ米、長期保存水、毛布、簡易トイレ、携行缶、投光器、救急箱、浄水器,2.3,135.177425,34.037564,,,,334.2,,330,,湯浅町大字湯浅1675-1,
湯浅町,潮光園,福祉避難所,指定福祉避難所,,崖崩れ・土石流及び地滑り　地震　津波　,土砂災害予測地域　津波浸水予測地域,,,耐震　,○,備蓄米、長期保存水、濃厚流動食,,135.174057,34.039374,,,,,,5,,湯浅町大字湯浅2600-3,
湯浅町,つくし共同作業所,福祉避難所,指定福祉避難所,,地震　,,,,耐震　,○,缶パン、長期保存水,,135.181931,34.043846,,,,,,10,,湯浅町大字栖原187-1,
湯浅町,なぎ園,福祉避難所,指定福祉避難所,,崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　,,,耐震　,○,流動食、長期保存水,,135.184928,34.046431,,,,,,20,,湯浅町大字吉川160,
湯浅町,平安のまち,福祉避難所,指定福祉避難所,,地震　,,,,耐震　,,,,135.188189,34.028848,,,,,,70,,湯浅町大字青木826-1,
湯浅町,湯浅えき蔵,避難所を兼ねる避難場所,,,洪水　内水氾濫　地震　津波　,津波浸水予測地域,☆☆☆,☆☆,耐震　,○,アルファ米、水、間仕切りテント、簡易ベッド、簡易トイレ、毛布,,135.180899,34.037276,○,,○,,,630,630,湯浅町大字湯浅1075-9,
湯浅町,ゆあさこども園,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,崖崩れ・土石流及び地滑り　地震　津波　,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆☆☆,☆☆☆,耐震　,○,水、間仕切りテント、簡易ベッド、簡易トイレ、毛布,,135.190548,34.033312,○,,○,,,100,100,湯浅町大字青木275-1,
湯浅町,湯浅町一気通貫産直加工流通加速化センター,避難所を兼ねる避難場所,,,洪水　内水氾濫　地震　津波　,津波浸水予測地域,☆☆☆,☆☆,耐震　,,,,135.170632,34.042488,,,,,,150,150,湯浅町大字栖原332,
湯浅町,ゆあさの郷,福祉避難所,指定福祉避難所,,洪水　地震　津波　,津波浸水予測地域,,,,,,,135.171382,34.035061,,,,,,10,,湯浅町大字湯浅2834,
湯浅町,ライフケア有田,福祉避難所,指定福祉避難所,,地震　,,,,耐震　,○,備蓄米、長期保存水、長期保存食料,,135.193122,34.046237,,,,,,20,,湯浅町大字吉川52-1,
湯浅町,田村小学校グラウンド,避難場所,指定避難場所,,地震　大規模な火事,津波浸水予測地域,,,,,,1.5,135.151414,34.054564,,,,,4300,,4300,湯浅町大字田359,
湯浅町,田栖川小学校グラウンド,避難場所,指定避難場所,,地震　大規模な火事,津波浸水予測地域,,,,,,2.1,135.165085,34.04393,,,,,3000,,3000,湯浅町大字栖原1384,
湯浅町,湯浅中学校グラウンド,避難場所,指定避難場所,,地震　大規模な火事,津波浸水予測地域,,,,,,5.7,135.18403,34.03945,,,,,7000,,7000,湯浅町大字湯浅1815,
湯浅町,湯浅小学校グラウンド,避難場所,指定避難場所,,地震　大規模な火事,津波浸水予測地域,,,,,,4.1,135.181414,34.035126,,,,,5700,,5700,湯浅町大字湯浅1570,
湯浅町,町民多目的グラウンド,避難場所,,,洪水　津波　,,,☆☆☆,,,,,135.195796,34.036589,,,,,,,4700,湯浅町大字熊井726-9,
湯浅町,小母ヶ谷,避難場所,指定避難場所,,地震　津波　,,,☆☆☆,,,,40,135.153997,34.057706,,,,,,,100,湯浅町大字田490,
湯浅町,Ｌ・ＶＡビル,避難場所,指定避難場所,屋上,地震　津波　,津波浸水予測地域,,☆☆,耐震　,,,5.2,135.18309,34.038452,,,,,241,,200,湯浅町大字湯浅1940-5,
湯浅町,蓑田薬師堂裏山,避難場所,指定避難場所,,地震　津波　,土砂災害予測地域　,,☆☆☆,,,,16,135.153522,34.049747,,,,,,,500,湯浅町大字田1091,
湯浅町,野井坂,避難場所,指定避難場所,,地震　津波　,,,☆☆☆,,,,22.6,135.147912,34.056534,,,,,,,200,湯浅町大字田84,
